Entity,Code,Date,Total confirmed cases (cases),Daily new confirmed cases (cases)
Japan,JPN,"Feb 12, 2020",25,0
Japan,JPN,"Feb 13, 2020",29,4
Japan,JPN,"Feb 14, 2020",30,1
Japan,JPN,"Feb 15, 2020",38,8
Japan,JPN,"Feb 16, 2020",52,14
Japan,JPN,"Feb 17, 2020",59,7
Japan,JPN,"Feb 18, 2020",59,0
Japan,JPN,"Feb 19, 2020",66,7
Japan,JPN,"Feb 20, 2020",84,18
Japan,JPN,"Feb 21, 2020",93,9
Japan,JPN,"Feb 22, 2020",105,12
Japan,JPN,"Feb 23, 2020",132,27
Japan,JPN,"Feb 24, 2020",144,12
Japan,JPN,"Feb 25, 2020",144,0
Japan,JPN,"Feb 26, 2020",164,20
Japan,JPN,"Feb 27, 2020",186,22
Japan,JPN,"Feb 28, 2020",210,24
Japan,JPN,"Feb 29, 2020",230,20
Japan,JPN,"Mar 1, 2020",239,9
Japan,JPN,"Mar 2, 2020",254,15
Japan,JPN,"Mar 3, 2020",254,0
Japan,JPN,"Mar 4, 2020",268,14
Japan,JPN,"Mar 5, 2020",317,49
Japan,JPN,"Mar 6, 2020",349,32
Japan,JPN,"Mar 7, 2020",408,59
Japan,JPN,"Mar 8, 2020",455,47
Japan,JPN,"Mar 9, 2020",488,33
Japan,JPN,"Mar 10, 2020",514,26
Japan,JPN,"Mar 11, 2020",568,54
Japan,JPN,"Mar 12, 2020",619,51
Japan,JPN,"Mar 13, 2020",675,56
Japan,JPN,"Mar 14, 2020",737,62
Japan,JPN,"Mar 15, 2020",780,43
Japan,JPN,"Mar 16, 2020",814,34
Japan,JPN,"Mar 17, 2020",824,10
Japan,JPN,"Mar 18, 2020",829,5
Japan,JPN,"Mar 19, 2020",873,44
Japan,JPN,"Mar 20, 2020",950,77
Japan,JPN,"Mar 21, 2020",1007,57
Japan,JPN,"Mar 22, 2020",1046,39
Japan,JPN,"Mar 23, 2020",1089,43
Japan,JPN,"Mar 24, 2020",1128,39
Japan,JPN,"Mar 25, 2020",1193,65
Japan,JPN,"Mar 26, 2020",1268,75
Japan,JPN,"Mar 27, 2020",1364,96
Japan,JPN,"Mar 28, 2020",1499,135
Japan,JPN,"Mar 29, 2020",1693,194
Japan,JPN,"Mar 30, 2020",1866,173
Jersey,JEY,"Mar 20, 2020",5,5
Jersey,JEY,"Mar 21, 2020",12,7
Jersey,JEY,"Mar 22, 2020",12,0
Jersey,JEY,"Mar 23, 2020",15,3
Jersey,JEY,"Mar 24, 2020",18,3
Jersey,JEY,"Mar 25, 2020",18,0
Jersey,JEY,"Mar 26, 2020",18,0
Jersey,JEY,"Mar 27, 2020",32,14
Jersey,JEY,"Mar 28, 2020",52,20
Jersey,JEY,"Mar 29, 2020",61,9
Jersey,JEY,"Mar 30, 2020",63,2
Jordan,JOR,"Mar 3, 2020",1,1
Jordan,JOR,"Mar 8, 2020",1,0
Jordan,JOR,"Mar 15, 2020",1,0
Jordan,JOR,"Mar 16, 2020",15,14
Jordan,JOR,"Mar 17, 2020",16,1
Jordan,JOR,"Mar 18, 2020",35,19
Jordan,JOR,"Mar 19, 2020",52,17
Jordan,JOR,"Mar 20, 2020",56,4
Jordan,JOR,"Mar 21, 2020",69,13
Jordan,JOR,"Mar 22, 2020",84,15
Jordan,JOR,"Mar 23, 2020",99,15
Jordan,JOR,"Mar 24, 2020",112,13
Jordan,JOR,"Mar 25, 2020",127,15
Jordan,JOR,"Mar 26, 2020",153,26
Jordan,JOR,"Mar 27, 2020",172,19
Jordan,JOR,"Mar 28, 2020",212,40
Jordan,JOR,"Mar 29, 2020",235,23
Jordan,JOR,"Mar 30, 2020",259,24
Kazakhstan,KAZ,"Mar 15, 2020",6,6
Kazakhstan,KAZ,"Mar 16, 2020",9,3
Kazakhstan,KAZ,"Mar 17, 2020",11,2
Kazakhstan,KAZ,"Mar 18, 2020",33,22
Kazakhstan,KAZ,"Mar 19, 2020",37,4
Kazakhstan,KAZ,"Mar 20, 2020",49,12
Kazakhstan,KAZ,"Mar 21, 2020",53,4
Kazakhstan,KAZ,"Mar 22, 2020",56,3
Kazakhstan,KAZ,"Mar 23, 2020",60,4
Kazakhstan,KAZ,"Mar 24, 2020",62,2
Kazakhstan,KAZ,"Mar 25, 2020",79,17
Kazakhstan,KAZ,"Mar 26, 2020",88,9
Kazakhstan,KAZ,"Mar 27, 2020",120,32
Kazakhstan,KAZ,"Mar 28, 2020",193,73
Kazakhstan,KAZ,"Mar 29, 2020",229,36
Kazakhstan,KAZ,"Mar 30, 2020",284,55
Kenya,KEN,"Mar 14, 2020",1,1
Kenya,KEN,"Mar 15, 2020",1,0
Kenya,KEN,"Mar 16, 2020",3,2
Kenya,KEN,"Mar 17, 2020",3,0
Kenya,KEN,"Mar 18, 2020",4,1
Kenya,KEN,"Mar 19, 2020",7,3
Kenya,KEN,"Mar 20, 2020",7,0
Kenya,KEN,"Mar 21, 2020",7,0
Kenya,KEN,"Mar 22, 2020",7,0
Kenya,KEN,"Mar 23, 2020",15,8
Kenya,KEN,"Mar 24, 2020",16,1
Kenya,KEN,"Mar 25, 2020",25,9
Kenya,KEN,"Mar 26, 2020",25,0
Kenya,KEN,"Mar 27, 2020",31,6
Kenya,KEN,"Mar 28, 2020",31,0
Kenya,KEN,"Mar 29, 2020",38,7
Kenya,KEN,"Mar 30, 2020",42,4
Kosovo,OWID_KOS,"Mar 16, 2020",2,2
Kosovo,OWID_KOS,"Mar 17, 2020",2,0
Kosovo,OWID_KOS,"Mar 18, 2020",19,17
Kosovo,OWID_KOS,"Mar 19, 2020",19,0
Kosovo,OWID_KOS,"Mar 20, 2020",21,2
Kosovo,OWID_KOS,"Mar 21, 2020",24,3
Kosovo,OWID_KOS,"Mar 22, 2020",24,0
Kosovo,OWID_KOS,"Mar 23, 2020",31,7
Kosovo,OWID_KOS,"Mar 24, 2020",61,30
Kosovo,OWID_KOS,"Mar 25, 2020",63,2
Kosovo,OWID_KOS,"Mar 26, 2020",71,8
Kosovo,OWID_KOS,"Mar 27, 2020",79,8
Kosovo,OWID_KOS,"Mar 28, 2020",86,7
Kosovo,OWID_KOS,"Mar 29, 2020",86,0
Kosovo,OWID_KOS,"Mar 30, 2020",86,0
Kuwait,KWT,"Dec 31, 2019",0,0
Kuwait,KWT,"Jan 1, 2020",0,0
Kuwait,KWT,"Jan 2, 2020",0,0
Kuwait,KWT,"Jan 3, 2020",0,0
Kuwait,KWT,"Jan 4, 2020",0,0
Kuwait,KWT,"Jan 5, 2020",0,0
Kuwait,KWT,"Jan 6, 2020",0,0
Kuwait,KWT,"Jan 7, 2020",0,0
Kuwait,KWT,"Jan 8, 2020",0,0
Kuwait,KWT,"Jan 9, 2020",0,0
Kuwait,KWT,"Jan 10, 2020",0,0
Kuwait,KWT,"Jan 11, 2020",0,0
Kuwait,KWT,"Jan 12, 2020",0,0
Kuwait,KWT,"Jan 13, 2020",0,0
Kuwait,KWT,"Jan 14, 2020",0,0
Kuwait,KWT,"Jan 15, 2020",0,0
Kuwait,KWT,"Jan 16, 2020",0,0
Kuwait,KWT,"Jan 17, 2020",0,0
Kuwait,KWT,"Jan 18, 2020",0,0
Kuwait,KWT,"Jan 19, 2020",0,0
Kuwait,KWT,"Jan 20, 2020",0,0
Kuwait,KWT,"Jan 21, 2020",0,0
Kuwait,KWT,"Jan 22, 2020",0,0
Kuwait,KWT,"Jan 23, 2020",0,0
Kuwait,KWT,"Jan 24, 2020",0,0
Kuwait,KWT,"Jan 25, 2020",0,0
Kuwait,KWT,"Jan 26, 2020",0,0
Kuwait,KWT,"Jan 27, 2020",0,0
Kuwait,KWT,"Jan 28, 2020",0,0
Kuwait,KWT,"Jan 29, 2020",0,0
Kuwait,KWT,"Jan 30, 2020",0,0
Kuwait,KWT,"Jan 31, 2020",0,0
Kuwait,KWT,"Feb 1, 2020",0,0
Kuwait,KWT,"Feb 2, 2020",0,0
Kuwait,KWT,"Feb 3, 2020",0,0
Kuwait,KWT,"Feb 4, 2020",0,0
Kuwait,KWT,"Feb 5, 2020",0,0
Kuwait,KWT,"Feb 6, 2020",0,0
Kuwait,KWT,"Feb 7, 2020",0,0
Kuwait,KWT,"Feb 8, 2020",0,0
Kuwait,KWT,"Feb 9, 2020",0,0
Kuwait,KWT,"Feb 10, 2020",0,0
Kuwait,KWT,"Feb 11, 2020",0,0
Kuwait,KWT,"Feb 12, 2020",0,0
Kuwait,KWT,"Feb 13, 2020",0,0
Kuwait,KWT,"Feb 14, 2020",0,0
Kuwait,KWT,"Feb 15, 2020",0,0
Kuwait,KWT,"Feb 16, 2020",0,0
Kuwait,KWT,"Feb 17, 2020",0,0
Kuwait,KWT,"Feb 18, 2020",0,0
Kuwait,KWT,"Feb 19, 2020",0,0
Kuwait,KWT,"Feb 20, 2020",0,0
Kuwait,KWT,"Feb 21, 2020",0,0
Kuwait,KWT,"Feb 22, 2020",0,0
Kuwait,KWT,"Feb 23, 2020",0,0
Kuwait,KWT,"Feb 24, 2020",3,3
Kuwait,KWT,"Feb 25, 2020",5,2
Kuwait,KWT,"Feb 26, 2020",11,6
Kuwait,KWT,"Feb 27, 2020",26,15
Kuwait,KWT,"Feb 28, 2020",43,17
Kuwait,KWT,"Feb 29, 2020",45,2
Kuwait,KWT,"Mar 1, 2020",45,0
Kuwait,KWT,"Mar 2, 2020",46,1
Kuwait,KWT,"Mar 3, 2020",56,10
Kuwait,KWT,"Mar 6, 2020",58,2
Kuwait,KWT,"Mar 8, 2020",61,3
Kuwait,KWT,"Mar 9, 2020",64,3
Kuwait,KWT,"Mar 10, 2020",65,1
Kuwait,KWT,"Mar 11, 2020",69,4
Kuwait,KWT,"Mar 12, 2020",72,3
Kuwait,KWT,"Mar 13, 2020",80,8
Kuwait,KWT,"Mar 14, 2020",100,20
Kuwait,KWT,"Mar 15, 2020",104,4
Kuwait,KWT,"Mar 16, 2020",112,8
Kuwait,KWT,"Mar 17, 2020",123,11
Kuwait,KWT,"Mar 18, 2020",130,7
Kuwait,KWT,"Mar 19, 2020",142,12
Kuwait,KWT,"Mar 20, 2020",148,6
Kuwait,KWT,"Mar 21, 2020",159,11
Kuwait,KWT,"Mar 22, 2020",176,17
Kuwait,KWT,"Mar 23, 2020",188,12
Kuwait,KWT,"Mar 24, 2020",189,1
Kuwait,KWT,"Mar 25, 2020",191,2
Kuwait,KWT,"Mar 26, 2020",195,4
Kuwait,KWT,"Mar 27, 2020",208,13
Kuwait,KWT,"Mar 28, 2020",225,17
Kuwait,KWT,"Mar 29, 2020",235,10
Kuwait,KWT,"Mar 30, 2020",255,20
Kyrgyzstan,KGZ,"Mar 19, 2020",3,3
Kyrgyzstan,KGZ,"Mar 20, 2020",6,3
Kyrgyzstan,KGZ,"Mar 21, 2020",6,0
Kyrgyzstan,KGZ,"Mar 22, 2020",14,8
Kyrgyzstan,KGZ,"Mar 23, 2020",14,0
Kyrgyzstan,KGZ,"Mar 24, 2020",16,2
Kyrgyzstan,KGZ,"Mar 25, 2020",42,26
Kyrgyzstan,KGZ,"Mar 26, 2020",44,2
Kyrgyzstan,KGZ,"Mar 27, 2020",44,0
Kyrgyzstan,KGZ,"Mar 28, 2020",58,14
Kyrgyzstan,KGZ,"Mar 29, 2020",84,26
Kyrgyzstan,KGZ,"Mar 30, 2020",84,0
Laos,LAO,"Mar 25, 2020",2,2
Laos,LAO,"Mar 26, 2020",2,0
Laos,LAO,"Mar 27, 2020",6,4
Laos,LAO,"Mar 28, 2020",6,0
Laos,LAO,"Mar 29, 2020",6,0
Laos,LAO,"Mar 30, 2020",6,0
Latvia,LVA,"Mar 3, 2020",1,1
Latvia,LVA,"Mar 8, 2020",2,1
Latvia,LVA,"Mar 9, 2020",3,1
Latvia,LVA,"Mar 10, 2020",6,3
Latvia,LVA,"Mar 11, 2020",8,2
Latvia,LVA,"Mar 12, 2020",10,2
Latvia,LVA,"Mar 13, 2020",16,6
Latvia,LVA,"Mar 14, 2020",19,3
Latvia,LVA,"Mar 15, 2020",26,7
Latvia,LVA,"Mar 16, 2020",31,5
Latvia,LVA,"Mar 17, 2020",36,5
Latvia,LVA,"Mar 18, 2020",61,25
Latvia,LVA,"Mar 19, 2020",71,10
Latvia,LVA,"Mar 20, 2020",86,15
Latvia,LVA,"Mar 21, 2020",111,25
Latvia,LVA,"Mar 22, 2020",124,13
Latvia,LVA,"Mar 23, 2020",139,15
Latvia,LVA,"Mar 24, 2020",180,41
Latvia,LVA,"Mar 25, 2020",197,17
Latvia,LVA,"Mar 26, 2020",221,24
Latvia,LVA,"Mar 27, 2020",244,23
Latvia,LVA,"Mar 28, 2020",280,36
Latvia,LVA,"Mar 29, 2020",305,25
Latvia,LVA,"Mar 30, 2020",376,71
Lebanon,LBN,"Dec 31, 2019",0,0
Lebanon,LBN,"Jan 1, 2020",0,0
Lebanon,LBN,"Jan 2, 2020",0,0
Lebanon,LBN,"Jan 3, 2020",0,0
Lebanon,LBN,"Jan 4, 2020",0,0
Lebanon,LBN,"Jan 5, 2020",0,0
Lebanon,LBN,"Jan 6, 2020",0,0
Lebanon,LBN,"Jan 7, 2020",0,0
Lebanon,LBN,"Jan 8, 2020",0,0
Lebanon,LBN,"Jan 9, 2020",0,0
Lebanon,LBN,"Jan 10, 2020",0,0
Lebanon,LBN,"Jan 11, 2020",0,0
Lebanon,LBN,"Jan 12, 2020",0,0
Lebanon,LBN,"Jan 13, 2020",0,0
Lebanon,LBN,"Jan 14, 2020",0,0
Lebanon,LBN,"Jan 15, 2020",0,0
Lebanon,LBN,"Jan 16, 2020",0,0
Lebanon,LBN,"Jan 17, 2020",0,0
Lebanon,LBN,"Jan 18, 2020",0,0
Lebanon,LBN,"Jan 19, 2020",0,0
Lebanon,LBN,"Jan 20, 2020",0,0
Lebanon,LBN,"Jan 21, 2020",0,0
Lebanon,LBN,"Jan 22, 2020",0,0
Lebanon,LBN,"Jan 23, 2020",0,0
Lebanon,LBN,"Jan 24, 2020",0,0
Lebanon,LBN,"Jan 25, 2020",0,0
Lebanon,LBN,"Jan 26, 2020",0,0
Lebanon,LBN,"Jan 27, 2020",0,0
Lebanon,LBN,"Jan 28, 2020",0,0
Lebanon,LBN,"Jan 29, 2020",0,0
Lebanon,LBN,"Jan 30, 2020",0,0
Lebanon,LBN,"Jan 31, 2020",0,0
Lebanon,LBN,"Feb 1, 2020",0,0
Lebanon,LBN,"Feb 2, 2020",0,0
Lebanon,LBN,"Feb 3, 2020",0,0
Lebanon,LBN,"Feb 4, 2020",0,0
Lebanon,LBN,"Feb 5, 2020",0,0
Lebanon,LBN,"Feb 6, 2020",0,0
Lebanon,LBN,"Feb 7, 2020",0,0
Lebanon,LBN,"Feb 8, 2020",0,0
Lebanon,LBN,"Feb 9, 2020",0,0
Lebanon,LBN,"Feb 10, 2020",0,0
Lebanon,LBN,"Feb 11, 2020",0,0
Lebanon,LBN,"Feb 12, 2020",0,0
Lebanon,LBN,"Feb 13, 2020",0,0
Lebanon,LBN,"Feb 14, 2020",0,0
Lebanon,LBN,"Feb 15, 2020",0,0
Lebanon,LBN,"Feb 16, 2020",0,0
Lebanon,LBN,"Feb 17, 2020",0,0
Lebanon,LBN,"Feb 18, 2020",0,0
Lebanon,LBN,"Feb 19, 2020",0,0
Lebanon,LBN,"Feb 20, 2020",0,0
Lebanon,LBN,"Feb 21, 2020",0,0
Lebanon,LBN,"Feb 22, 2020",1,1
Lebanon,LBN,"Feb 23, 2020",1,0
Lebanon,LBN,"Feb 24, 2020",1,0
Lebanon,LBN,"Feb 25, 2020",1,0
Lebanon,LBN,"Feb 26, 2020",1,0
Lebanon,LBN,"Feb 27, 2020",2,1
Lebanon,LBN,"Feb 28, 2020",3,1
Lebanon,LBN,"Feb 29, 2020",3,0
Lebanon,LBN,"Mar 1, 2020",4,1
Lebanon,LBN,"Mar 2, 2020",10,6
Lebanon,LBN,"Mar 3, 2020",13,3
Lebanon,LBN,"Mar 6, 2020",16,3
Lebanon,LBN,"Mar 7, 2020",22,6
Lebanon,LBN,"Mar 9, 2020",32,10
Lebanon,LBN,"Mar 10, 2020",41,9
Lebanon,LBN,"Mar 11, 2020",41,0
Lebanon,LBN,"Mar 12, 2020",61,20
Lebanon,LBN,"Mar 13, 2020",66,5
Lebanon,LBN,"Mar 15, 2020",93,27
Lebanon,LBN,"Mar 16, 2020",99,6
Lebanon,LBN,"Mar 17, 2020",120,21
Lebanon,LBN,"Mar 18, 2020",120,0
Lebanon,LBN,"Mar 19, 2020",133,13
Lebanon,LBN,"Mar 20, 2020",149,16
Lebanon,LBN,"Mar 21, 2020",163,14
Lebanon,LBN,"Mar 22, 2020",230,67
Lebanon,LBN,"Mar 23, 2020",248,18
Lebanon,LBN,"Mar 24, 2020",267,19
Lebanon,LBN,"Mar 25, 2020",304,37
Lebanon,LBN,"Mar 26, 2020",333,29
Lebanon,LBN,"Mar 27, 2020",368,35
Lebanon,LBN,"Mar 28, 2020",391,23
Lebanon,LBN,"Mar 29, 2020",412,21
Lebanon,LBN,"Mar 30, 2020",438,26
Liberia,LBR,"Mar 17, 2020",1,1
Liberia,LBR,"Mar 18, 2020",2,1
Liberia,LBR,"Mar 19, 2020",2,0
Liberia,LBR,"Mar 20, 2020",2,0
Liberia,LBR,"Mar 21, 2020",2,0
Liberia,LBR,"Mar 22, 2020",3,1
Liberia,LBR,"Mar 23, 2020",3,0
Liberia,LBR,"Mar 24, 2020",3,0
Liberia,LBR,"Mar 25, 2020",3,0
Liberia,LBR,"Mar 26, 2020",3,0
Liberia,LBR,"Mar 27, 2020",3,0
Liberia,LBR,"Mar 28, 2020",3,0
Liberia,LBR,"Mar 29, 2020",3,0
Liberia,LBR,"Mar 30, 2020",3,0
Libya,LBY,"Mar 25, 2020",1,1
Libya,LBY,"Mar 26, 2020",1,0
Libya,LBY,"Mar 27, 2020",1,0
Libya,LBY,"Mar 28, 2020",1,0
Libya,LBY,"Mar 29, 2020",1,0
Libya,LBY,"Mar 30, 2020",8,7
Liechtenstein,LIE,"Mar 5, 2020",1,1
Liechtenstein,LIE,"Mar 12, 2020",3,2
Liechtenstein,LIE,"Mar 13, 2020",4,1
Liechtenstein,LIE,"Mar 14, 2020",4,0
Liechtenstein,LIE,"Mar 15, 2020",4,0
Liechtenstein,LIE,"Mar 16, 2020",7,3
Liechtenstein,LIE,"Mar 17, 2020",7,0
Liechtenstein,LIE,"Mar 18, 2020",7,0
Liechtenstein,LIE,"Mar 19, 2020",25,18
Liechtenstein,LIE,"Mar 20, 2020",25,0
Liechtenstein,LIE,"Mar 21, 2020",34,9
Liechtenstein,LIE,"Mar 22, 2020",36,2
Liechtenstein,LIE,"Mar 23, 2020",46,10
Liechtenstein,LIE,"Mar 24, 2020",46,0
Liechtenstein,LIE,"Mar 25, 2020",47,1
Liechtenstein,LIE,"Mar 26, 2020",51,4
Liechtenstein,LIE,"Mar 27, 2020",56,5
Liechtenstein,LIE,"Mar 28, 2020",60,4
Liechtenstein,LIE,"Mar 29, 2020",61,1
Liechtenstein,LIE,"Mar 30, 2020",62,1
Lithuania,LTU,"Dec 31, 2019",0,0
Lithuania,LTU,"Jan 1, 2020",0,0
Lithuania,LTU,"Jan 2, 2020",0,0
Lithuania,LTU,"Jan 3, 2020",0,0
Lithuania,LTU,"Jan 4, 2020",0,0
Lithuania,LTU,"Jan 5, 2020",0,0
Lithuania,LTU,"Jan 6, 2020",0,0
Lithuania,LTU,"Jan 7, 2020",0,0
Lithuania,LTU,"Jan 8, 2020",0,0
Lithuania,LTU,"Jan 9, 2020",0,0
Lithuania,LTU,"Jan 10, 2020",0,0
Lithuania,LTU,"Jan 11, 2020",0,0
Lithuania,LTU,"Jan 12, 2020",0,0
Lithuania,LTU,"Jan 13, 2020",0,0
Lithuania,LTU,"Jan 14, 2020",0,0
Lithuania,LTU,"Jan 15, 2020",0,0
Lithuania,LTU,"Jan 16, 2020",0,0
Lithuania,LTU,"Jan 17, 2020",0,0
Lithuania,LTU,"Jan 18, 2020",0,0
Lithuania,LTU,"Jan 19, 2020",0,0
Lithuania,LTU,"Jan 20, 2020",0,0
Lithuania,LTU,"Jan 21, 2020",0,0
Lithuania,LTU,"Jan 22, 2020",0,0
Lithuania,LTU,"Jan 23, 2020",0,0
Lithuania,LTU,"Jan 24, 2020",0,0
Lithuania,LTU,"Jan 25, 2020",0,0
Lithuania,LTU,"Jan 26, 2020",0,0
Lithuania,LTU,"Jan 27, 2020",0,0
Lithuania,LTU,"Jan 28, 2020",0,0
Lithuania,LTU,"Jan 29, 2020",0,0
Lithuania,LTU,"Jan 30, 2020",0,0
Lithuania,LTU,"Jan 31, 2020",0,0
Lithuania,LTU,"Feb 1, 2020",0,0
Lithuania,LTU,"Feb 2, 2020",0,0
Lithuania,LTU,"Feb 3, 2020",0,0
Lithuania,LTU,"Feb 4, 2020",0,0
Lithuania,LTU,"Feb 5, 2020",0,0
Lithuania,LTU,"Feb 6, 2020",0,0
Lithuania,LTU,"Feb 7, 2020",0,0
Lithuania,LTU,"Feb 8, 2020",0,0
Lithuania,LTU,"Feb 9, 2020",0,0
Lithuania,LTU,"Feb 10, 2020",0,0
Lithuania,LTU,"Feb 11, 2020",0,0
Lithuania,LTU,"Feb 12, 2020",0,0
Lithuania,LTU,"Feb 13, 2020",0,0
Lithuania,LTU,"Feb 14, 2020",0,0
Lithuania,LTU,"Feb 15, 2020",0,0
Lithuania,LTU,"Feb 16, 2020",0,0
Lithuania,LTU,"Feb 17, 2020",0,0
Lithuania,LTU,"Feb 18, 2020",0,0
Lithuania,LTU,"Feb 19, 2020",0,0
Lithuania,LTU,"Feb 20, 2020",0,0
Lithuania,LTU,"Feb 21, 2020",0,0
Lithuania,LTU,"Feb 22, 2020",0,0
Lithuania,LTU,"Feb 23, 2020",0,0
Lithuania,LTU,"Feb 24, 2020",0,0
Lithuania,LTU,"Feb 25, 2020",0,0
Lithuania,LTU,"Feb 26, 2020",0,0
Lithuania,LTU,"Feb 27, 2020",0,0
Lithuania,LTU,"Feb 28, 2020",1,1
Lithuania,LTU,"Feb 29, 2020",1,0
Lithuania,LTU,"Mar 1, 2020",1,0
Lithuania,LTU,"Mar 2, 2020",1,0
Lithuania,LTU,"Mar 11, 2020",3,2
Lithuania,LTU,"Mar 12, 2020",3,0
Lithuania,LTU,"Mar 14, 2020",6,3
Lithuania,LTU,"Mar 15, 2020",9,3
Lithuania,LTU,"Mar 16, 2020",14,5
Lithuania,LTU,"Mar 17, 2020",17,3
Lithuania,LTU,"Mar 18, 2020",25,8
Lithuania,LTU,"Mar 19, 2020",33,8
Lithuania,LTU,"Mar 20, 2020",48,15
Lithuania,LTU,"Mar 21, 2020",69,21
Lithuania,LTU,"Mar 22, 2020",105,36
Lithuania,LTU,"Mar 23, 2020",143,38
Lithuania,LTU,"Mar 24, 2020",179,36
Lithuania,LTU,"Mar 25, 2020",209,30
Lithuania,LTU,"Mar 26, 2020",274,65
Lithuania,LTU,"Mar 27, 2020",299,25
Lithuania,LTU,"Mar 28, 2020",358,59
Lithuania,LTU,"Mar 29, 2020",394,36
Lithuania,LTU,"Mar 30, 2020",484,90
Luxembourg,LUX,"Dec 31, 2019",0,0
Luxembourg,LUX,"Jan 1, 2020",0,0
Luxembourg,LUX,"Jan 2, 2020",0,0
Luxembourg,LUX,"Jan 3, 2020",0,0
Luxembourg,LUX,"Jan 4, 2020",0,0
Luxembourg,LUX,"Jan 5, 2020",0,0
Luxembourg,LUX,"Jan 6, 2020",0,0
Luxembourg,LUX,"Jan 7, 2020",0,0
Luxembourg,LUX,"Jan 8, 2020",0,0
Luxembourg,LUX,"Jan 9, 2020",0,0
Luxembourg,LUX,"Jan 10, 2020",0,0
Luxembourg,LUX,"Jan 11, 2020",0,0
Luxembourg,LUX,"Jan 12, 2020",0,0
Luxembourg,LUX,"Jan 13, 2020",0,0
Luxembourg,LUX,"Jan 14, 2020",0,0
Luxembourg,LUX,"Jan 15, 2020",0,0
Luxembourg,LUX,"Jan 16, 2020",0,0
Luxembourg,LUX,"Jan 17, 2020",0,0
Luxembourg,LUX,"Jan 18, 2020",0,0
Luxembourg,LUX,"Jan 19, 2020",0,0
Luxembourg,LUX,"Jan 20, 2020",0,0
Luxembourg,LUX,"Jan 21, 2020",0,0
Luxembourg,LUX,"Jan 22, 2020",0,0
Luxembourg,LUX,"Jan 23, 2020",0,0
Luxembourg,LUX,"Jan 24, 2020",0,0
Luxembourg,LUX,"Jan 25, 2020",0,0
Luxembourg,LUX,"Jan 26, 2020",0,0
Luxembourg,LUX,"Jan 27, 2020",0,0
Luxembourg,LUX,"Jan 28, 2020",0,0
Luxembourg,LUX,"Jan 29, 2020",0,0
Luxembourg,LUX,"Jan 30, 2020",0,0
Luxembourg,LUX,"Jan 31, 2020",0,0
Luxembourg,LUX,"Feb 1, 2020",0,0
Luxembourg,LUX,"Feb 2, 2020",0,0
Luxembourg,LUX,"Feb 3, 2020",0,0
Luxembourg,LUX,"Feb 4, 2020",0,0
Luxembourg,LUX,"Feb 5, 2020",0,0
Luxembourg,LUX,"Feb 6, 2020",0,0
Luxembourg,LUX,"Feb 7, 2020",0,0
Luxembourg,LUX,"Feb 8, 2020",0,0
Luxembourg,LUX,"Feb 9, 2020",0,0
Luxembourg,LUX,"Feb 10, 2020",0,0
Luxembourg,LUX,"Feb 11, 2020",0,0
Luxembourg,LUX,"Feb 12, 2020",0,0
Luxembourg,LUX,"Feb 13, 2020",0,0
Luxembourg,LUX,"Feb 14, 2020",0,0
Luxembourg,LUX,"Feb 15, 2020",0,0
Luxembourg,LUX,"Feb 16, 2020",0,0
Luxembourg,LUX,"Feb 17, 2020",0,0
Luxembourg,LUX,"Feb 18, 2020",0,0
Luxembourg,LUX,"Feb 19, 2020",0,0
Luxembourg,LUX,"Feb 20, 2020",0,0
Luxembourg,LUX,"Feb 21, 2020",0,0
Luxembourg,LUX,"Feb 22, 2020",0,0
Luxembourg,LUX,"Feb 23, 2020",0,0
Luxembourg,LUX,"Feb 24, 2020",0,0
Luxembourg,LUX,"Feb 25, 2020",0,0
Luxembourg,LUX,"Feb 26, 2020",0,0
Luxembourg,LUX,"Feb 27, 2020",0,0
Luxembourg,LUX,"Feb 28, 2020",0,0
Luxembourg,LUX,"Feb 29, 2020",0,0
Luxembourg,LUX,"Mar 1, 2020",1,1
Luxembourg,LUX,"Mar 2, 2020",1,0
Luxembourg,LUX,"Mar 7, 2020",3,2
Luxembourg,LUX,"Mar 9, 2020",5,2
Luxembourg,LUX,"Mar 11, 2020",7,2
Luxembourg,LUX,"Mar 12, 2020",7,0
Luxembourg,LUX,"Mar 13, 2020",26,19
Luxembourg,LUX,"Mar 14, 2020",38,12
Luxembourg,LUX,"Mar 16, 2020",77,39
Luxembourg,LUX,"Mar 17, 2020",81,4
Luxembourg,LUX,"Mar 18, 2020",140,59
Luxembourg,LUX,"Mar 19, 2020",210,70
Luxembourg,LUX,"Mar 20, 2020",345,135
Luxembourg,LUX,"Mar 21, 2020",484,139
Luxembourg,LUX,"Mar 22, 2020",670,186
Luxembourg,LUX,"Mar 23, 2020",798,128
Luxembourg,LUX,"Mar 24, 2020",875,77
Luxembourg,LUX,"Mar 25, 2020",1099,224
Luxembourg,LUX,"Mar 26, 2020",1333,234
Luxembourg,LUX,"Mar 27, 2020",1453,120
Luxembourg,LUX,"Mar 28, 2020",1605,152
Luxembourg,LUX,"Mar 29, 2020",1831,226
Luxembourg,LUX,"Mar 30, 2020",1950,119
Macedonia,MKD,"Dec 31, 2019",0,0
Macedonia,MKD,"Jan 1, 2020",0,0
Macedonia,MKD,"Jan 2, 2020",0,0
Macedonia,MKD,"Jan 3, 2020",0,0
Macedonia,MKD,"Jan 4, 2020",0,0
Macedonia,MKD,"Jan 5, 2020",0,0
